0,1,2
0.0021862918046181277,0.00015582220866876446,0.8450140944612962
0.0026452287656707012,0.0005147787484285895,0.8944941427630704
0.002778771454986135,0.0003732385467285137,0.8945674305321972
0.0028407402441950652,0.00047509748362932914,0.8945498668806728
0.0025718232869207133,0.0001279193039282183,0.8455405474713347
0.0027918813182905926,0.0007602446971374938,0.8939464667848956
0.002593515388757724,0.00039117704071086647,0.8946665919168862
0.0025452779513277287,0.0003434318830711049,0.8946065624800237
0.002415283878643034,0.0003382986668016364,0.8449226451804628
0.0018185694348690632,0.0002827776107625288,0.8936558279341771
0.0019389067435395448,0.00036476347771907235,0.8932694361696347
0.0019463122939705453,0.00045413420162575095,0.8439738661947677
0.0020320505790424096,0.000577018932384139,0.8933813646247416
0.0016152857873368912,-0.0001378113602795777,0.8935843148300766
0.001953084784958453,0.00039760988268995774,0.8932747768030234
0.001985800996831862,0.000565038587004965,0.8441107432460331
0.002017570989174329,0.0005773172640480759,0.893508201338666
0.0018479276617908488,0.00013956788038482163,0.89303842112354
0.0017672567888295243,-5.389355186443973e-05,0.892884237774954
0.0024927322877011863,0.000296868507865998,0.8933710938688031
0.0027062174815688346,0.0003287580478606349,0.8939280384952102
0.0028558873837674133,0.0007790922126573296,0.894345009795894
0.0028242073613873753,0.000836437538485336,0.8451788368538701
0.002932259001441283,0.0010191072469525938,0.8945508441001683
0.002527488914692546,0.00041442161276995966,0.8455209630414481
0.0026531726358385646,0.0006324795518233093,0.8948925965855079
0.002633897440846901,0.0005937210199668556,0.8948863005951011
0.002568982276141144,0.00047561079196297047,0.8454932117385849
0.002619195766403514,0.0005256608855853931,0.8947863703808681
0.0025594711641779185,0.0003309852103348899,0.8946195780158861
0.002467650102442444,0.0001238874364138335,0.8450606047999161
0.0021286017915958266,4.545951763599513e-05,0.8942342375164551
0.0021242440044062414,0.0005019995476493256,0.893979274131815
0.001918571432247482,0.00014096190454832708,0.893838765966477
0.002584643652775238,0.013115606829995848,0.845240888182093
0.0027369442260228635,0.013300114378374923,0.8943860607016444
0.002948009515092448,0.013780213214483441,0.8944450265224163
0.0024752034034377294,0.026067715193592952,0.8448748943455835
0.0026509876666530874,0.013573467857538756,0.8938714075248254
0.0026602233603857956,0.02635379707065738,0.8445416181000514
0.0032985943569512786,0.013753074619028718,0.8943839463421923
0.003418520798283157,0.013926337539546713,0.8941426486832754
0.0031881265379608086,0.0264713883383733,0.8454020750035347
0.003152230866511182,0.013680736993736092,0.8948279080596071
0.003401365506826781,0.026487174898823615,0.8939194814321795
0.0033136635280916547,0.013577651251090516,0.8938277991637698
0.003281923419845547,0.013572792556705592,0.8444577831443911
0.002995598462310672,0.025793278693316483,0.8940853251893465
0.002818227972240822,0.013078672128718945,0.8930324275705925
0.0024387596160051353,0.01292142328257425,0.8931773274004793
0.0023982262928227025,0.02545301396562493,0.8929763615388256
0.0023537016723872623,0.012713619842421066,0.8930855345571603
0.0024979326002307965,0.0130752214488789,0.8932207513639261
0.002578404757226216,0.025956955901849307,0.8932337976942397
0.0031717223081378543,0.013261322280163957,0.8942859722599066
0.0033089407301231783,0.01342923198090569,0.8943435298883493
0.0033539062244601946,0.013655631228476057,0.8451432340166902
0.003423846924148662,0.01376352189847712,0.8945127707911927
0.0035205530973922757,0.0266787592610501,0.8945147925908696
0.0033967560785092736,0.013732719128506057,0.8450569721157263
0.0030345751758346284,0.0011331191279665273,0.8943156148990102
0.0026507509916951187,0.0009469552380832105,0.8943693234203265
0.0026820683081341754,0.0011566927420202464,0.845233075415638
0.0026149548439690666,0.000879561255857724,0.894281570057615
0.002683305181837272,0.0011071541009218255,0.8449734760177046
0.0027100726533468887,0.001165420423933368,0.8945229211961385
0.00221777155208466,0.0011791154381513994,0.8445892466933504
0.0017535518179465802,0.0007553275372872452,0.8938234881013042
0.0017078600870907223,0.0007276903792834818,0.8444899046882425
