0,1,2
-0.15878963,-0.26362252,1.2046874
-0.16523647,-0.26266265,1.2049904
-0.16586518,-0.26286268,1.204906
-0.1576612,-0.26398873,1.1153045
-0.16099262,-0.26409888,1.2040825
-0.15631747,-0.26409674,1.2050586
-0.15492058,-0.26423335,1.2050683
-0.1502943,-0.26516438,1.1144896
-0.15503693,-0.2594056,1.2027502
-0.16223598,-0.258116,1.2022314
-0.16109562,-0.25881386,1.1118934
-0.16185308,-0.25879622,1.2021427
-0.1541462,-0.2584455,1.2030704
-0.16244388,-0.25816417,1.2021921
-0.1600132,-0.25937438,1.1119254
-0.16041279,-0.25913072,1.2022705
-0.16435528,-0.25701094,1.202167
-0.16546082,-0.25622082,1.2021787
-0.16628718,-0.26069283,1.2035315
-0.15997148,-0.26416326,1.204777
-0.15669155,-0.26592803,1.204731
-0.15383077,-0.26685214,1.1145391
-0.15526319,-0.26675916,1.2046669
-0.14579058,-0.2673297,1.1152992
-0.14742947,-0.26728535,1.2053888
-0.14734507,-0.26720047,1.2054176
-0.1464765,-0.26742196,1.1152291
-0.1482799,-0.26688266,1.2053981
-0.14949751,-0.26622605,1.2054548
-0.15038157,-0.26579332,1.1151605
-0.15438724,-0.26171446,1.2043574
-0.1643207,-0.25867295,1.2028251
-0.16263342,-0.25795603,1.2030079
-0.15136838,-0.11872268,1.114402
-0.15558863,-0.118150234,1.2043335
-0.15703726,-0.11897516,1.2038751
-0.14330411,0.028240442,1.1132276
-0.14956641,-0.119475365,1.2034967
-0.14883494,0.028610468,1.1125877
-0.1492083,-0.12398672,1.2051399
-0.15307117,-0.12365341,1.2047129
-0.14196467,0.022969484,1.1146579
-0.14154911,-0.12527585,1.2056472
-0.15532327,0.02572012,1.2041235
-0.1556344,-0.122321844,1.2047732
-0.15496635,-0.122648716,1.1144476
-0.14815784,0.026162148,1.204992
-0.16048431,-0.11788726,1.2037668
-0.15551376,-0.11666918,1.2034767
-0.15725827,0.03271246,1.2029333
-0.15575266,-0.11610484,1.2036037
-0.15575886,-0.11696911,1.2033365
-0.15640783,0.031403303,1.2026024
-0.14900303,-0.12333441,1.2057047
-0.14933372,-0.1240406,1.2057002
-0.14748836,-0.1251862,1.1153057
-0.1487031,-0.12497187,1.2055011
-0.14967251,0.023343563,1.2047365
-0.14899564,-0.12506008,1.1151235
-0.14841533,-0.27009058,1.2049203
-0.14450383,-0.26854658,1.2045519
-0.14209056,-0.26970935,1.1142056
-0.14526129,-0.26811504,1.2044935
-0.14496875,-0.26893163,1.1139703
-0.1438744,-0.26906776,1.2043984
-0.14733815,-0.26480103,1.1122022
-0.14498878,-0.26228285,1.2022796
-0.14365435,-0.2627015,1.1120265
-0.15656734,-0.26742172,1.2035828
-0.14179397,-0.26339364,1.1121385
-0.13645124,-0.2638216,1.2027164
-0.14022279,-0.2634945,1.1127493
-0.14380765,-0.2630763,1.1129632
-0.1448071,-0.2630992,1.2031703
-0.14404058,-0.2637968,1.1127815
-0.14428687,-0.26440215,1.1126223
-0.14503789,-0.26348114,1.203059
-0.14127469,-0.2633705,1.1117952
-0.15106511,-0.26550937,1.2040169
-0.15202498,-0.2674513,1.1143215
-0.15437412,-0.2667129,1.2045012
-0.15266418,-0.26711512,1.1143467
-0.151093,-0.26597047,1.2051053
-0.14767098,-0.26822257,1.1146278
-0.14542866,-0.26790047,1.1150465
-0.14970422,-0.26730657,1.2049749
-0.15226531,-0.26633167,1.1142559
-0.15489721,-0.2597046,1.2032964
-0.15371585,-0.26874185,1.2050273
-0.15453863,-0.2689631,1.114475
-0.14761186,-0.26941562,1.1154206
-0.15647292,-0.26881814,1.2049608
-0.14503074,-0.2699709,1.1157036
-0.15342689,-0.27016997,1.204968
-0.14338613,-0.27097082,1.1156347
-0.14218688,-0.27123308,1.1157451
-0.14296722,-0.27096486,1.1157374
-0.1489904,-0.27048016,1.2052276
-0.14748716,-0.27095675,1.1149855
-0.14028382,-0.2717271,1.1154408
-0.15016341,-0.26472998,1.1125541
-0.14785981,-0.26332355,1.2035112
-0.15422368,-0.25992274,1.1129904
-0.16483688,-0.25810194,1.2024589
-0.16266823,-0.25888467,1.2025943
-0.15504766,-0.25944638,1.1129751
-0.16635656,-0.25785065,1.2023008
-0.15981174,-0.25906467,1.2027485
-0.15376258,-0.2615025,1.112725
-0.15448308,-0.26049566,1.2031844
-0.15176344,-0.26123762,1.1130545
-0.15106058,-0.26133513,1.2034798
-0.15086007,-0.2627349,1.1128683
-0.15107894,-0.2617724,1.2033868
-0.15309048,-0.2602737,1.1130705
-0.15225458,-0.2604134,1.203506
-0.15336537,-0.26017952,1.2034018
-0.15086699,-0.26187134,1.1120255
-0.14628386,-0.2664225,1.2035937
-0.14070725,-0.2672174,1.1123059
-0.15366459,-0.2683053,1.1826544
-0.15123749,-0.2684667,1.1064723
-0.14452028,-0.27178645,1.1756558
-0.14108944,-0.2744012,1.1717134
-0.1433165,-0.2729709,1.1070523
-0.14594173,-0.27227283,1.1879833
-0.14677739,-0.27039695,1.1914694
-0.15748215,-0.26650572,1.2015777
-0.15764737,-0.2665832,1.2015462
-0.15898061,-0.26597524,1.2014663
-0.1501739,-0.26768446,1.1122024
-0.1520884,-0.26714897,1.2025282
-0.15027452,-0.26835084,1.1921217
-0.15061474,-0.268116,1.1943934
-0.15425348,-0.26764178,1.1091847
-0.15959716,-0.26355052,1.1800318
-0.1565969,-0.2647078,1.1066377
-0.15811515,-0.26390576,1.1759851
-0.15310264,-0.2668333,1.0754592
-0.15648532,-0.2655065,1.1512539
-0.15446353,-0.26608586,1.0863178
-0.15636492,-0.2649529,1.1029255
-0.15642166,-0.26597452,1.1435611
-0.15609694,-0.26403666,1.1102223
-0.15946269,-0.2624209,1.1947796
-0.161762,-0.26066732,1.2002692
-0.16220379,-0.26076913,1.2001951
-0.15980554,-0.26195765,1.1098764
-0.16091156,-0.2620752,1.196698
-0.15868115,-0.2632048,1.1872854
-0.1560216,-0.2640648,1.1102273
-0.15825462,-0.26368666,1.1797924
-0.1572218,-0.26412535,1.1100457
-0.15920544,-0.26385736,1.17578
-0.1586535,-0.26321363,1.1872861
-0.15678549,-0.26342893,1.1101735
-0.160465,-0.26167488,1.2001226
-0.15826178,-0.26516247,1.2009449
-0.14164066,-0.27323008,1.1065133
-0.14206338,-0.27424884,1.1726716
-0.14285278,-0.27300096,1.1843846
-0.14394474,-0.27267146,1.1864688
-0.14541197,-0.27182674,1.1935754
-0.14381313,-0.27292848,1.1077819
-0.14808655,-0.27145743,1.1949956
-0.14748526,-0.27131796,1.1971095
-0.1518414,-0.2686112,1.2011952
-0.15056515,-0.26787806,1.197391
-0.14726377,-0.2694924,1.1078985
-0.15214062,-0.26860905,1.1861649
-0.16019106,-0.2629683,1.1898153
-0.15618753,-0.26412416,1.110187
-0.15802813,-0.26377106,1.1791337
-0.15577865,-0.26430273,1.110229
-0.15937948,-0.26302767,1.1899388
-0.16012573,-0.2629938,1.1895893
-0.15782976,-0.26295447,1.1100562
-0.16038537,-0.26169515,1.2002354
-0.15899897,-0.26304412,1.190228
-0.15726686,-0.26305223,1.1101274
-0.16054153,-0.2625115,1.1938715
-0.15966082,-0.2630465,1.1894248
-0.15610433,-0.2638576,1.1102195
-0.15825582,-0.26366353,1.1809042
-0.15631366,-0.26376367,1.1101966
-0.15930462,-0.26320028,1.1873908
-0.1558137,-0.26531076,1.0986354
-0.15753269,-0.26456976,1.1667266
-0.155658,-0.26434565,1.1102355
-0.15789604,-0.26381683,1.178916
-0.15480042,-0.26501608,1.1049373
-0.15835619,-0.2643516,1.1694269
-0.15213418,-0.26779485,1.1075468
-0.14413095,-0.27113461,1.1706688
-0.14211082,-0.2722485,1.0850434
-0.14415336,-0.27218986,1.1602347
-0.14293408,-0.2725668,1.0810492
-0.14354706,-0.27321124,1.0738502
-0.13557267,-0.27748013,1.0693047
-0.13778353,-0.2778151,1.1527932
-0.13610244,-0.13309145,1.0637355
-0.14366364,0.018805504,1.1611292
-0.14059329,-0.13013649,1.0883656
-0.14553571,0.018593311,1.1574306
-0.1445756,-0.12918043,1.1586874
-0.14659643,-0.12736154,1.0818865
-0.15469265,0.023751974,1.1694822
-0.15370607,-0.12047124,1.1111946
-0.15942001,0.028589725,1.1836083
-0.1560564,-0.12057519,1.1854999
-0.1553216,-0.12029958,1.1886547
-0.15797567,0.0297153,1.1105626
-0.15746784,-0.11865044,1.2014287
-0.15929651,-0.11790991,1.2012599
-0.16163659,0.029887676,1.1944284
-0.15506458,-0.12147522,1.1774006
-0.1537509,-0.12097764,1.1070833
-0.15969014,0.02886486,1.185988
-0.15745568,-0.11956859,1.1939843
-0.15679383,-0.11985135,1.1107981
-0.16304779,0.030363321,1.1976271
-0.16053104,-0.117126465,1.2011797
-0.16014695,-0.11768007,1.2011538
-0.15981293,-0.11797547,1.201174
-0.15862489,-0.118965864,1.1989579
-0.16323304,0.030065536,1.1943998
-0.16116905,-0.2630875,1.2006149
-0.15103197,-0.26634312,1.1114969
-0.15307379,-0.26847935,1.1936986
-0.15469217,-0.26791668,1.1974559
-0.17864823,-0.2709117,0.46229887
-0.19618917,-0.27977204,-0.84776187
-0.19384861,-0.27915668,-0.8478242
-0.19264722,-0.2787578,-0.8478732
-0.19457555,-0.27925014,-0.8478409
-0.19799519,-0.28054857,-0.8476324
