0,1,2
0.015931334,0.001824311,0.8737988
0.01615137,0.0015778309,0.8737702
0.016148044,0.0015959023,0.87374216
0.015402506,0.00082093384,0.8299973
0.015944256,0.0021124883,0.8728443
0.015885748,0.001804023,0.87376356
0.015858112,0.001865956,0.87360066
0.015114096,0.0013102768,0.82911736
0.015867699,0.0020368258,0.874861
0.01609123,0.0020413054,0.87461144
0.015289612,0.0011797277,0.8307163
0.016007029,0.002052703,0.87477577
0.015971195,0.0019984068,0.8746558
0.016086569,0.0020466251,0.8746202
0.015214289,0.0011756876,0.830867
0.015953075,0.0020407317,0.8748781
0.016241744,0.0020566946,0.87431645
0.016349347,0.0020665182,0.8741048
0.016211884,0.0021038083,0.87270766
0.015993305,0.0021193502,0.87205
0.015817743,0.0021181358,0.87269735
0.015142705,0.0013079783,0.829096
0.015731927,0.0021313233,0.8730332
0.015005395,0.001267123,0.8292404
0.015595649,0.0021070866,0.8731831
0.015600474,0.0021017073,0.87316567
0.015012916,0.0012832126,0.8291881
0.01563853,0.002101346,0.8730166
0.015708618,0.0020931503,0.87272424
0.015181854,0.0012978604,0.82856935
0.015902286,0.0019181883,0.87397957
0.016057253,0.001705288,0.87553227
0.01612414,0.0017390447,0.87523544
0.01527137,0.014475365,0.8293288
0.015958628,0.015275666,0.87301797
0.015896374,0.015363938,0.87330765
0.015106982,0.028104577,0.8288571
0.01573751,0.01571668,0.87220556
0.015194086,0.028149765,0.8286168
0.015733043,0.01562114,0.87016195
0.015785981,0.015652526,0.8699619
0.015225425,0.02801634,0.82695717
0.015586668,0.015670523,0.87053573
0.016044106,0.028626595,0.8698333
0.015862431,0.015598181,0.86936146
0.0153127415,0.014855,0.82560366
0.015970374,0.02854032,0.8696858
0.016078556,0.015627071,0.8699363
0.016016012,0.015642397,0.8711472
0.01626474,0.028708138,0.8710701
0.016065432,0.015623857,0.8709388
0.015990354,0.015661739,0.87128067
0.016132448,0.028810259,0.8716597
0.015758626,0.015534758,0.86923295
0.015740786,0.015560421,0.86898994
0.015185924,0.014855645,0.8255976
0.015708733,0.0156205585,0.86940116
0.015922304,0.028665382,0.8697923
0.015202709,0.014870948,0.82554525
0.01550613,0.002589061,0.8710446
0.015437221,0.0025383448,0.8721513
0.014724849,0.0017022444,0.82865596
0.015465857,0.0025297208,0.87210745
0.014798854,0.001706942,0.8284318
0.015379625,0.002562779,0.87246925
0.014687877,0.001601438,0.8300945
0.015404099,0.0024235463,0.87465525
0.014611168,0.0014894297,0.8306988
0.015606616,0.002347487,0.87335473
0.014515123,0.001494308,0.83089656
