var1(t-1),var2(t-1),var3(t-1),var4(t-1),var5(t-1),var6(t-1),var7(t-1),var8(t-1),var9(t-1),var10(t-1),var11(t-1),var12(t-1),var13(t-1),var14(t-1),var15(t-1),var16(t-1),var17(t-1),var18(t-1),var19(t-1),var20(t-1),var21(t-1),var22(t-1),var23(t-1),var1(t),var2(t),var3(t),var4(t),var5(t),var6(t),var7(t),var8(t),var9(t),var10(t),var11(t),var12(t),var13(t),var14(t),var15(t),var16(t),var17(t),var18(t),var19(t),var20(t),var21(t),var22(t),var23(t)
0.0,0.4817803777840428,0.48684020767233893,0.0,0.07178724972362116,0.07854067042561796,0.3787201128912743,0.3884939393939395,0.7095835042469961,0.6739252293305724,0.0,0.9974373485085568,0.22562498714669219,0.10170447866462913,0.14735653308454746,0.9972038903122533,0.7390730785900479,0.0,0.0,0.0,0.42986762660463024,0.424315049573805,0.16666666666666666,0.0003619254433586681,0.5012193402875671,0.5079824055379288,0.26153846153846155,0.08010809482864512,0.07483643803678064,0.37913932212096246,0.3833515151515152,0.710346863025622,0.6744857785369007,0.0,0.9971987015884162,0.25184573499564167,0.11568204335925036,0.12611386630564655,0.9972038903122533,0.7421618938852568,0.0,0.0,0.0,0.4443566177270413,0.4151022185536993,0.16666666666666666
0.0003619254433586681,0.5012193402875671,0.5079824055379288,0.26153846153846155,0.08010809482864512,0.07483643803678064,0.37913932212096246,0.3833515151515152,0.710346863025622,0.6744857785369007,0.0,0.9971987015884162,0.25184573499564167,0.11568204335925036,0.12611386630564655,0.9972038903122533,0.7421618938852568,0.0,0.0,0.0,0.4443566177270413,0.4151022185536993,0.16666666666666666,0.0007238508867173362,0.5226458979419226,0.5307686760888372,0.6538461538461539,0.07877164967448713,0.07143434920181757,0.3745723032594994,0.3827878787878789,0.7071723710143766,0.6744528050541754,0.0,0.9963097818523217,0.2991981117897657,0.14652324136425465,0.11304828176404155,0.9968047446094435,0.7462125133786919,0.0,0.0,0.0,0.4655607268571363,0.4089928279654104,0.16666666666666666
0.0007238508867173362,0.5226458979419226,0.5307686760888372,0.6538461538461539,0.07877164967448713,0.07143434920181757,0.3745723032594994,0.3827878787878789,0.7071723710143766,0.6744528050541754,0.0,0.9963097818523217,0.2991981117897657,0.14652324136425465,0.11304828176404155,0.9968047446094435,0.7462125133786919,0.0,0.0,0.0,0.4655607268571363,0.4089928279654104,0.16666666666666666,0.0010857763300760044,0.5441711305328447,0.5534539948081912,0.6923076923076923,0.07683085616017682,0.06694264030642583,0.374690390366454,0.3789090909090911,0.7079457344952127,0.6727645627386456,0.0,0.9961736409918389,0.28917965048494537,0.19428537842784935,0.1127969238467348,0.9964045540225948,0.7460052363410073,0.0,0.0,0.0,0.4867068220087631,0.40236348924194815,0.16666666666666666
0.0010857763300760044,0.5441711305328447,0.5534539948081912,0.6923076923076923,0.07683085616017682,0.06694264030642583,0.374690390366454,0.3789090909090911,0.7079457344952127,0.6727645627386456,0.0,0.9961736409918389,0.28917965048494537,0.19428537842784935,0.1127969238467348,0.9964045540225948,0.7460052363410073,0.0,0.0,0.0,0.4867068220087631,0.40236348924194815,0.16666666666666666,0.0014477017734346724,0.5652734705384832,0.5743726564753385,0.7692307692307693,0.07462228227490475,0.0646468251136012,0.37468153383343217,0.37799696969696983,0.7075895670965353,0.6707202068096838,0.0,0.9958997576136908,0.3734514730286189,0.2765474651127643,0.10765507614391234,0.9963481302845011,0.742814719695533,0.0,0.0,0.0,0.5084282224468653,0.3771833759582482,0.16666666666666666
0.0014477017734346724,0.5652734705384832,0.5743726564753385,0.7692307692307693,0.07462228227490475,0.0646468251136012,0.37468153383343217,0.37799696969696983,0.7075895670965353,0.6707202068096838,0.0,0.9958997576136908,0.3734514730286189,0.2765474651127643,0.10765507614391234,0.9963481302845011,0.742814719695533,0.0,0.0,0.0,0.5084282224468653,0.3771833759582482,0.16666666666666666,0.0018096272167933405,0.5842049619396672,0.5913830400922987,0.7692307692307693,0.07628055521434707,0.06448266837960648,0.3757147960192835,0.37696969696969695,0.7053585185036967,0.6744528050541754,0.0,0.9958997576136908,0.3264075756209531,0.38321067524223745,0.10165124615071655,0.9963481302845011,0.7330707617558021,0.0,0.0,0.0,0.5290231848030449,0.3783597586140783,0.16666666666666666
0.0018096272167933405,0.5842049619396672,0.5913830400922987,0.7692307692307693,0.07628055521434707,0.06448266837960648,0.3757147960192835,0.37696969696969695,0.7053585185036967,0.6744528050541754,0.0,0.9958997576136908,0.3264075756209531,0.38321067524223745,0.10165124615071655,0.9963481302845011,0.7330707617558021,0.0,0.0,0.0,0.5290231848030449,0.3783597586140783,0.16666666666666666,0.002171552660152009,0.6033267550042289,0.6100879723103546,0.7692307692307693,0.0757056872620071,0.0640496752551567,0.37720859792225747,0.37575757575757596,0.7065320700729343,0.6703706878927966,0.0,0.9958997576136908,0.35287985281578393,0.5173103242707686,0.09938867416297814,0.9963481302845011,0.7217053937175513,0.0,0.0,0.0,0.5483611776257489,0.36895682155704973,0.16666666666666666
0.002171552660152009,0.6033267550042289,0.6100879723103546,0.7692307692307693,0.0757056872620071,0.0640496752551567,0.37720859792225747,0.37575757575757596,0.7065320700729343,0.6703706878927966,0.0,0.9958997576136908,0.35287985281578393,0.5173103242707686,0.09938867416297814,0.9963481302845011,0.7217053937175513,0.0,0.0,0.0,0.5483611776257489,0.36895682155704973,0.16666666666666666,0.0025334781035106766,0.6210882435861294,0.6240770118257856,0.7692307692307693,0.07203537648937475,0.06278162396212494,0.376107435649907,0.37575757575757596,0.7031704901303613,0.6590146204422405,0.0,0.9949435682759461,0.3043663279721197,0.653387336479202,0.10156753811872045,0.9944652492466387,0.7024886814387974,0.0,0.0,0.0,0.5617382341608546,0.3724226008455656,0.16666666666666666
0.0025334781035106766,0.6210882435861294,0.6240770118257856,0.7692307692307693,0.07203537648937475,0.06278162396212494,0.376107435649907,0.37575757575757596,0.7031704901303613,0.6590146204422405,0.0,0.9949435682759461,0.3043663279721197,0.653387336479202,0.10156753811872045,0.9944652492466387,0.7024886814387974,0.0,0.0,0.0,0.5617382341608546,0.3724226008455656,0.16666666666666666,0.002895403546869345,0.6385678037778404,0.6412820882607438,0.7692307692307693,0.07400073701019527,0.061004448885399576,0.38008401897659816,0.37971515151515156,0.7039708663071643,0.4749942296405231,0.0,0.9930984592021069,0.39717432882004255,0.7499433239852894,0.10391393504911417,0.9597124061171692,0.6814539364510105,0.0,0.0,0.0,0.5792052761779618,0.37623609544947884,0.16666666666666666
0.002895403546869345,0.6385678037778404,0.6412820882607438,0.7692307692307693,0.07400073701019527,0.061004448885399576,0.38008401897659816,0.37971515151515156,0.7039708663071643,0.4749942296405231,0.0,0.9930984592021069,0.39717432882004255,0.7499433239852894,0.10391393504911417,0.9597124061171692,0.6814539364510105,0.0,0.0,0.0,0.5792052761779618,0.37623609544947884,0.16666666666666666,0.003257328990228013,0.6546377220186073,0.6536414767810784,0.7692307692307693,0.06881218523522903,0.05948183570052101,0.379531961751586,0.37721212121212133,0.7047442297880003,0.4750291815322118,0.0,0.992550692445811,0.41974236434421225,0.840450721254765,0.1057576161448944,0.9113217365136819,0.6604191914632236,0.0,0.0,0.0,0.5946128219594511,0.36982286016969795,0.16666666666666666
0.003257328990228013,0.6546377220186073,0.6536414767810784,0.7692307692307693,0.06881218523522903,0.05948183570052101,0.379531961751586,0.37721212121212133,0.7047442297880003,0.4750291815322118,0.0,0.992550692445811,0.41974236434421225,0.840450721254765,0.1057576161448944,0.9113217365136819,0.6604191914632236,0.0,0.0,0.0,0.5946128219594511,0.36982286016969795,0.16666666666666666,0.003619254433586681,0.6691076966450524,0.6670536486876258,0.7692307692307693,0.06522294558408048,0.05806152308900148,0.3807512111308906,0.3813333333333333,0.5035296589397016,0.4766824719560529,0.0,0.9916633743668988,0.4471638088819915,0.9097791314715613,0.10734982241270866,0.8538865506706066,0.6320900382006739,0.0,0.0,0.0,0.6058917062732934,0.35907780698875286,0.16666666666666666
