var1(t-1),var2(t-1),var3(t-1),var4(t-1),var5(t-1),var6(t-1),var7(t-1),var8(t-1),var9(t-1),var10(t-1),var1(t),var2(t),var3(t),var4(t),var5(t),var6(t),var7(t),var8(t),var9(t),var10(t)
0.0,0.746889021139814,0.6641542558599706,0.4043327936756948,0.4899690791949382,0.5584086928719113,0.45172803547390644,0.7228747404157432,0.530944381035605,0.7767709439801973,0.001869158878504673,0.6681466174957941,0.6287406131058974,0.5059899681936555,0.546239980428769,0.6437363546847206,0.48900030832696006,0.6185688468426236,0.5192285525157203,0.5480798699588882
0.001869158878504673,0.6681466174957941,0.6287406131058974,0.5059899681936555,0.546239980428769,0.6437363546847206,0.48900030832696006,0.6185688468426236,0.5192285525157203,0.5480798699588882,0.003738317757009346,0.2542422175617991,0.31490238441629737,0.19402403509191402,0.3100070588420515,0.2480664008538515,0.6065759183884246,0.15259049919282391,0.27398745862662777,0.2147651621367733
0.003738317757009346,0.2542422175617991,0.31490238441629737,0.19402403509191402,0.3100070588420515,0.2480664008538515,0.6065759183884246,0.15259049919282391,0.27398745862662777,0.2147651621367733,0.005607476635514019,0.0,0.0,0.470146922941906,0.36488386752654794,0.5169360747343831,0.09300292827783735,0.6981633120168977,0.37334799215541203,0.22161523613439335
0.005607476635514019,0.0,0.0,0.470146922941906,0.36488386752654794,0.5169360747343831,0.09300292827783735,0.6981633120168977,0.37334799215541203,0.22161523613439335,0.007476635514018692,0.5494671715745629,0.5092033415785838,0.2668940115681556,0.2916779728075345,0.4004830079230236,0.4116704955544837,0.3747468675757704,0.326500844244267,0.3561723898277662
0.007476635514018692,0.5494671715745629,0.5092033415785838,0.2668940115681556,0.2916779728075345,0.4004830079230236,0.4116704955544837,0.3747468675757704,0.326500844244267,0.3561723898277662,0.009345794392523366,0.25173155428772775,0.22852878446089514,0.256379168525807,0.3487135729440816,0.47356920549330245,0.01261725533345065,0.0,0.31387668938725394,0.1844958157090495
0.009345794392523366,0.25173155428772775,0.22852878446089514,0.256379168525807,0.3487135729440816,0.47356920549330245,0.01261725533345065,0.0,0.31387668938725394,0.1844958157090495,0.011214953271028038,0.5920522058277888,0.4556235563968165,0.45681548846235936,0.3114398190221882,0.4629554015189542,0.45172803547390644,0.48810786144836554,0.3158710318152351,0.3906184782006376
0.011214953271028038,0.5920522058277888,0.4556235563968165,0.45681548846235936,0.3114398190221882,0.4629554015189542,0.45172803547390644,0.48810786144836554,0.3158710318152351,0.3906184782006376,0.013084112149532711,0.16041861100343718,0.26526559277046396,0.1649659127801787,0.04446139521870024,0.03681577682071774,0.4778064269923389,0.1151627552551962,0.03104262524902951,0.3460479926395808
0.013084112149532711,0.16041861100343718,0.26526559277046396,0.1649659127801787,0.04446139521870024,0.03681577682071774,0.4778064269923389,0.1151627552551962,0.03104262524902951,0.3460479926395808,0.014953271028037384,0.47933895702449547,0.3639219639061462,0.45332325399040635,0.29457272528563266,0.3850277777968002,0.0,0.7154230267724532,0.3171637383676629,0.1752449959067487
0.014953271028037384,0.47933895702449547,0.3639219639061462,0.45332325399040635,0.29457272528563266,0.3850277777968002,0.0,0.7154230267724532,0.3171637383676629,0.1752449959067487,0.016822429906542057,0.6423114991447492,0.6312511210683939,0.5039218332880964,0.5312818976502408,0.5811862446623813,0.6796461216335845,0.49911308977889124,0.49523569725439504,0.5729064761365635
0.016822429906542057,0.6423114991447492,0.6312511210683939,0.5039218332880964,0.5312818976502408,0.5811862446623813,0.6796461216335845,0.49911308977889124,0.49523569725439504,0.5729064761365635,0.01869158878504673,0.30127847974229727,0.21780437253741297,0.0,0.3664687910793029,0.43242579075203624,0.4807306126675093,0.3459547358125859,0.31738160618538835,0.39985945650820015
